64,4,iris,982.026785614s,14.527827834s,0.9666666666666667,1
64,4,iris,946.047166665s,14.570047809s,0.9666666666666667,0.9666666666666667
64,4,iris,939.175548381s,14.531567144s,0.8666666666666667,0.8666666666666667
64,4,iris,950.810417106s,14.644167304s,0.9,0.9
64,4,iris,1060.228394062s,14.600621009s,0.8666666666666667,0.8666666666666667
64,4,iris,939.330167997s,14.613478115s,0.8666666666666667,0.8666666666666667
64,4,iris,967.876184197s,14.631856623s,0.9666666666666667,1
64,4,iris,965.331190467s,14.632617688s,0.9333333333333333,0.9333333333333333
64,4,iris,935.462717983s,14.632523385s,1,1
64,4,iris,944.220675615s,14.520956608s,0.9666666666666667,0.9666666666666667
